Season/Team,player_id,season_starts,average_location,player_from,row_id,is_goalie,node_radius_ratio,Season/Team_2,player_id_2,season_starts_2,average_location_2,player_from_2,row_id_2,is_goalie_2,node_radius_ratio_2,source,name,target,source_x,source_y,target_x,target_y
La Liga 2006/2007 Barcelona,20176,26,"[12.457487922705308, 41.81787439613525]",Víctor Valdés Arribas,0,1,1.049979809386758,La Liga 2006/2007 Barcelona,20125.0,23.0,"[37.96269531250002, 30.09843749999999]",Carles Puyol i Saforcada,1.0,0.0,1.4486446196737397,Víctor Valdés Arribas,Víctor Valdés Arribas,Carles Puyol i Saforcada,0.10381239935587756,0.5227234299516906,0.3163557942708335,0.3762304687499999
La Liga 2006/2007 Barcelona,20125,23,"[37.96269531250002, 30.09843749999999]",Carles Puyol i Saforcada,1,0,1.4486446196737397,La Liga 2006/2007 Barcelona,20131.0,22.0,"[58.79875311720693, 45.45374064837906]",Xavier Hernández Creus,4.0,0.0,2.0,Carles Puyol i Saforcada,Carles Puyol i Saforcada,Xavier Hernández Creus,0.3163557942708335,0.3762304687499999,0.48998960931005775,0.5681717581047383
La Liga 2006/2007 Barcelona,20131,22,"[58.79875311720693, 45.45374064837906]",Xavier Hernández Creus,4,0,2.0,La Liga 2006/2007 Barcelona,19757.0,21.0,"[63.57812499999997, 33.80243055555558]",Anderson Luís de Souza,6.0,0.0,1.0,Xavier Hernández Creus,Xavier Hernández Creus,Anderson Luís de Souza,0.48998960931005775,0.5681717581047383,0.5298177083333331,0.42253038194444476
La Liga 2006/2007 Barcelona,19757,21,"[63.57812499999997, 33.80243055555558]",Anderson Luís de Souza,6,0,1.0,La Liga 2006/2007 Barcelona,25879.0,23.0,"[72.29072681704261, 27.31804511278195]",Ronaldo de Assis Moreira,3.0,0.0,1.5186942818783846,Anderson Luís de Souza,Anderson Luís de Souza,Ronaldo de Assis Moreira,0.5298177083333331,0.42253038194444476,0.6024227234753551,0.34147556390977435
La Liga 2006/2007 Barcelona,25879,23,"[72.29072681704261, 27.31804511278195]",Ronaldo de Assis Moreira,3,0,1.5186942818783846,La Liga 2006/2007 Barcelona,1111111111.0,26.0,"[120, 40]",Shot,11.0,0.0,1.0,Ronaldo de Assis Moreira,Ronaldo de Assis Moreira,Shot,0.6024227234753551,0.34147556390977435,1.0,0.5
La Liga 2006/2007 Barcelona,1111111111,26,"[120, 40]",Shot,11,0,1.0,La Liga 2006/2007 Barcelona,1111111111.0,26.0,"[120, 40]",Shot,11.0,0.0,1.0,Shot,Shot,Shot,1.0,0.5,1.0,0.5
